Name,Team,POS,ADP,IP,mERA,mWHIP,mSO,mQS,mSVHLD,PTS,aPOS,Dollars,PlayerId
"David Peterson","NYM","SP/RP",389.8999938964844,63.7143,3.801326973359865,-0.8824968635420294,-5.632404619905464,-4.004940338933901,-5.280181330953666,-11.998696179975196,14.737972710292768,3.7392765303175732,"20302"
"Luis Garcia","SDP","RP",726.47998046875,62,1.6100573392179987,-0.5159532800785003,-6.472984222764884,-5.753388976757579,1.9642724494613422,-9.167996690921623,11.882027289707361,3.714030598785738,"6984"
"Giovanny Gallegos","STL","RP",302.3399963378906,66,-0.6678139007139052,0.8153470760956161,-5.6841466463220724,-5.753388976757579,2.1173794193556663,-9.172623028342272,11.882027289707361,3.7094042613650875,"14986"
"Chris Martin","BOS","RP",568.1699829101562,62,-0.13570502208093918,1.2546279855161715,-6.630219574426777,-5.753388976757579,1.9693220106490843,-9.295363577100039,11.882027289707361,3.5866637126073213,"11847"
"DL Hall","BAL","RP",484.07000732421875,66.3073,3.9516597257745247,-0.9237515909712031,-4.375568846292589,-4.464151889048947,-3.6157327104663715,-9.427545311004586,11.882027289707361,3.4544819787027756,"22207"
"Drew Rasmussen","TBR","SP",172.86000061035156,173.301,-8.06992053320132,-7.5678210169499485,3.0823855399672966,5.800500280328688,-5.6090416211510945,-12.363897351006377,14.737972710292768,3.3740753592863917,"25385"
"Adbert Alzolay","CHC","RP",428.2799987792969,65,-0.7822920797171338,-0.15484020860759698,-6.066583598428739,-5.753388976757579,3.2400438415109645,-9.517061022000082,11.882027289707361,3.3649662677072776,"17859"
"Reynaldo Lopez","CHW","RP",424.5899963378906,64,-1.4761754809223482,0.8362060102001438,-6.415791718749957,-5.753388976757579,3.240199984076021,-9.568950182153719,11.882027289707361,3.3130771075536427,"16400"
"Sam Hentges","CLE","RP",704.5499877929688,62,2.4361651483606943,-1.243751525849456,-6.083557220692209,-5.753388976757579,0.9903936462107062,-9.654138928727843,11.882027289707361,3.2278883609795175,"18548"
"Trevor Stephan","CLE","RP",576.280029296875,64,-0.4281451184470509,-0.7006805761637258,-5.6770603730830835,-5.753388976757579,2.8861428080410865,-9.673132236410352,11.882027289707361,3.208895053297009,"19932"
"Nathan Eovaldi","TEX","SP",239.5500030517578,155.066,-9.537370613939787,-3.1637829262912174,1.3734993535036795,4.362467313340242,-5.6090416211510945,-12.574228494538175,14.737972710292768,3.163744215754593,"9132"
"Kenley Jansen","BOS","RP",76.02999877929688,63,-5.751646647454837,-3.836286925030602,-5.9022513726588,-5.753388976757579,11.45254500305649,-9.791028918845326,11.882027289707361,3.0909983708620343,"3096"
"Brandon Hughes","CHC","RP",323.8999938964844,64,-3.458615202072467,-4.009578668245925,-6.041477478695483,-5.753388976757579,9.429822581529706,-9.833237744241748,11.882027289707361,3.0487895454656138,"23460"
